a,word,level,word_translate
1255,criterion,A1,критерий
1256,critic,A1,критик
1257,critical,A1,критический
1258,critically,A1,критически
1259,criticism,A1,критика
1260,criticize,A1,критиковать
1261,critique,A3,критика
1262,crop,A1,обрезать
1263,cross,A1,крест
1265,crowd,A1,толпа
1266,crowded,A1,переполненный
1267,crown,A3,корона
1268,crucial,A1,ключевой
1269,crude,A3,грубый
1270,cruel,A2,жестокий
1271,cruise,A1,круиз
1273,crush,A3,раздавить
1274,cry,A1,плакать
1276,crystal,A3,кристалл
1277,cue,A1,подсказка
1278,cult,A3,культ
1280,cultivate,A3,культивировать
1281,cultural,A2,культурный
1282,culture,A1,культура
1283,cup,A1,чашка
1284,cupboard,A1,буфет
1285,cure,A1,излечивать
1287,curiosity,A3,любопытство
1288,curious,A1,любопытный
1289,curly,A1,кудрявый
1290,currency,A2,валюта
1291,current,A2,текущий
1293,currently,A2,в настоящее время
1294,curriculum,A1,учебный план
1295,curtain,A2,занавес
1296,curve,A1,изгиб
1298,curved,A1,изогнутый
1299,custody,A3,попечение
1300,custom,A2,обычай
1301,customer,A1,клиент
1302,cut,A2,резать
1304,cute,A1,милый
1305,cutting,A3,резка
1306,cycle,A1,цикл
1308,cynical,A3,циничный
1309,dad,A1,папа
1310,daily,A1,ежедневно
1312,dairy,A1,молочный
1314,dam,A3,плотина
1315,damage,A2,повреждать
1317,damaging,A3,повреждающий
1318,dance,A1,танец
1320,dancer,A1,танцовщица
1321,dancing,A1,танцы
1322,danger,A1,опасность
1323,dangerous,A1,опасный
1324,dare,A1,осмеливаться
1325,dark,A1,темный
1327,darkness,A1,тьма
1328,data,A1,данные
1329,database,A1,база данных
1330,date,A1,дата
1332,daughter,A1,дочь
1333,dawn,A3,рассвет
1334,day,A1,день
1335,dead,A1,мертвый
1336,deadline,A1,крайний срок
1337,deadly,A1,смертоносный
1338,deal,A2,иметь дело
1340,dealer,A1,дилер
1341,dear,A1,дорогой
1343,death,A1,смерть
1344,debate,A1,дебаты
1346,debris,A3,обломки
1347,debt,A1,долг
1348,debut,A3,дебютный
1349,decade,A2,десятилетие
1350,december,A1,декабрь
1351,decent,A1,приличный
1352,decide,A1,решать
1353,decision,A1,решение
1354,decision-making,A3,принятие решений
1355,decisive,A3,решающий
1356,deck,A1,палуба
1357,declaration,A3,декларация
1358,declare,A1,объявить
1359,decline,A1,отклонить
1361,decorate,A2,украсить
1362,decoration,A1,украшение
1363,decrease,A1,снижаться
1365,dedicated,A3,преданный
1366,dedication,A3,преданность
1367,deed,A3,поступок
1368,deem,A3,пособие
1369,deep,A1,глубокий
1371,deeply,A1,глубоко
1372,default,A3,по умолчанию
1373,defeat,A1,поражение
1375,defect,A3,дефект
1376,defence,A1,защита
1377,defend,A1,защищать
1378,defender,A1,защитник
1379,defensive,A3,защитник
1380,deficiency,A3,дефицит
1381,deficit,A3,дефицит
1382,define,A2,определять
1383,definite,A2,определенный
1384,definitely,A1,определенно
1385,definition,A2,определение
1386,defy,A3,вызов
1387,degree,A1,степень
1388,delay,A1,задерживать
1390,delegate,A3,делегат
1391,delegation,A3,делегация
1392,delete,A1,удалить
1393,deliberate,A1,преднамеренный
1394,deliberately,A1,умышленно
1395,delicate,A3,деликатный
1396,delicious,A1,вкусный
1397,delight,A1,восторг
1399,delighted,A1,получивший удовольствие
1400,deliver,A2,доставлять
1401,delivery,A1,доставка
1402,demand,A1,требовать
1404,democracy,A1,демократия
1405,democratic,A1,демократический
1406,demon,A3,демон
1407,demonstrate,A1,продемонстрировать
1408,demonstration,A1,демонстрация
1409,denial,A3,отрицание
1410,denounce,A3,денонсировать
1411,dense,A3,плотный
1412,density,A3,плотность
1413,dentist,A1,дантист
1414,deny,A1,отрицать
1415,depart,A1,вылетать
1416,department,A1,отделение
1417,departure,A2,отправление
1418,depend,A1,зависеть
1419,dependence,A3,зависимость
1420,dependent,A1,зависимый
1421,depict,A3,изображение
1422,deploy,A3,развертывать
1423,deployment,A3,развертывание
1424,deposit,A1,депозитный
1426,depressed,A1,подавлен
1427,depressing,A1,удручающий
1428,depression,A1,депрессия
1429,deprive,A3,лишать
1430,depth,A1,глубина
1431,deputy,A3,депутат
1432,derive,A1,вывести
1433,descend,A3,спускаться
1434,descent,A3,спуск
1435,describe,A1,описывать
1436,description,A1,описание
1437,desert,A1,пустыня
1439,deserve,A1,заслуживать
1440,design,A1,дизайн
1442,designate,A3,назначить
1443,designer,A1,дизайнер
1444,desirable,A3,желательно
1445,desire,A1,желание
1447,desk,A1,рабочий стол
1448,desktop,A3,настольный компьютер
1449,desperate,A1,отчаянный
1450,desperately,A1,отчаянно
1451,despite,A2,несмотря на
1452,destination,A2,место назначения
1453,destroy,A1,разрушать
1454,destruction,A1,разрушение
1455,destructive,A3,разрушительный
1456,detail,A1,деталь
1458,detailed,A1,подробный
1459,detain,A3,задержать
1460,detect,A1,обнаруживать
1461,detection,A3,обнаружение
1462,detective,A1,детектив
1463,detention,A3,задержание
1464,deteriorate,A3,ухудшаться
1465,determination,A1,определение
1466,determine,A2,определять
1467,determined,A2,определенный
1468,devastate,A3,опустошить
1469,develop,A1,развивать
1470,development,A2,разработка
1471,device,A1,устройство
1472,devil,A3,дьявол
1473,devise,A3,придумать
1474,devote,A1,посвящать
1475,diagnose,A3,диагноз
1476,diagnosis,A3,диагноз
1477,diagram,A2,диаграмма
1478,dialogue,A1,диалог
1479,diamond,A2,бриллиант
1480,diary,A1,дневник
1481,dictate,A3,диктовать
1482,dictator,A3,диктатор
1483,dictionary,A1,словарь
1484,die,A1,умереть
1485,diet,A1,диета
1486,differ,A1,отличается
1487,difference,A1,разница
1488,different,A1,другой
1489,differentiate,A3,дифференцировать
1490,differently,A1,иначе
1491,difficult,A1,трудный
1492,difficulty,A2,сложность
1493,dig,A1,копать
1494,digital,A1,цифровой
1495,dignity,A3,достоинство
1496,dilemma,A3,дилемма
1497,dimension,A3,измерение
1498,diminish,A3,уменьшить
1499,dinner,A1,ужин
1500,dip,A3,окунать
1501,diplomat,A3,дипломат
1502,diplomatic,A3,дипломатический
1503,direct,A1,прямой
1506,direction,A1,направление
1507,directly,A2,напрямую
1508,director,A1,директор
1509,directory,A3,каталог
1510,dirt,A2,грязь
1511,dirty,A1,грязный
1512,disability,A1,инвалидность
1513,disabled,A1,неполноценный
1514,disadvantage,A2,недостаток
1515,disagree,A1,не согласен
1516,disagreement,A1,разногласия
1517,disappear,A1,пропадать
1518,disappoint,A1,разочаровать
1519,disappointed,A2,расстроенный
1520,disappointing,A2,разочаровывает
1521,disappointment,A1,разочарование
1522,disaster,A1,катастрофа
1523,disastrous,A3,катастрофический
1524,disc,A1,диск
1525,discard,A3,отказаться
1526,discharge,A3,увольнять
1527,discipline,A1,дисциплина
1528,disclose,A3,раскрыть
1529,disclosure,A3,раскрытие
1530,discount,A2,скидка
1532,discourage,A1,обескураживать
1533,discourse,A3,дискурс
1534,discover,A1,обнаружить
1535,discovery,A1,открытие
1536,discretion,A3,осмотрительность
1537,discrimination,A3,дискриминация
1538,discuss,A1,обсуждать
1539,discussion,A1,дискуссия
1540,disease,A1,болезнь
1541,dish,A1,блюдо
1542,dishonest,A1,нечестный
1543,disk,A1,диск
1544,dislike,A2,неприязнь
1546,dismiss,A1,увольнять
1547,dismissal,A3,увольнение
1548,disorder,A1,расстройство
1549,displace,A3,вытеснять
1550,display,A1,отображать
1552,disposal,A3,утилизация
1553,dispose,A3,расположить
1554,dispute,A3,спор
1556,disrupt,A3,разрушать
1557,disruption,A3,нарушение
1558,dissolve,A3,растворить
1559,distance,A1,расстояние
1560,distant,A1,далекий
1561,distinct,A1,отчетливый
1562,distinction,A3,различие
1563,distinctive,A3,отличительный
1564,distinguish,A1,различать
1565,distort,A3,искажать
1566,distract,A1,отвлекать
1567,distress,A3,бедствие
1569,distribute,A1,распределять
1570,distribution,A1,распределение
1571,district,A1,округ
1572,disturb,A1,беспокоить
1573,disturbing,A3,тревожный
1574,dive,A1,погружение
1576,diverse,A1,разнообразный
1577,diversity,A1,разнообразие
1578,divert,A3,диверт
1579,divide,A1,разделять
1581,divine,A3,божественный
1582,division,A1,разделение
1583,divorce,A1,развод
1585,divorced,A1,в разводе
1586,do,A1,делать
1588,doctor,A1,врач
1589,doctrine,A3,доктрина
1590,document,A1,документ
1592,documentary,A2,документальный
1593,documentation,A3,документация
1594,dog,A1,собака
1595,dollar,A1,доллар
1596,domain,A3,домен
1597,domestic,A1,одомашненный
1598,dominance,A3,доминирование
1599,dominant,A1,доминирующий
1600,dominate,A1,доминировать
1601,donate,A2,пожертвовать
1602,donation,A1,пожертвование
1603,donor,A3,донор
1604,door,A1,дверь
1605,dose,A3,доза
1606,dot,A1,точка
1607,double,A1,двойной
1612,doubt,A2,сомневаться
1614,down,A1,вниз
1616,download,A1,скачать
1618,downstairs,A1,вниз по лестнице
1620,downtown,A1,центр города
1623,downwards,A1,вниз
1624,dozen,A1,дюжина
1626,draft,A1,черновик
1628,drag,A1,тащить
1629,drain,A3,осушать
1630,drama,A1,драма
1631,dramatic,A1,драматический
1632,dramatically,A1,драматично
1633,draw,A1,рисовать
1634,drawing,A1,рисунок
1635,dream,A1,мечтать
1637,dress,A1,одеваться
1639,dressed,A2,одетый
1640,drift,A3,дрейф
1641,drink,A1,напиток
1643,drive,A1,водить машину
1645,driver,A1,водитель
1646,driving,A3,вождение
1648,drop,A2,уронить
1650,drought,A1,засуха
1651,drown,A3,тонуть
1652,drug,A1,лекарство
1653,drum,A2,барабан
1654,drunk,A2,пьяный
1655,dry,A1,сухой
1657,dual,A3,двойной
1658,dub,A3,даб
1659,due,A2,должный
1660,dull,A1,тупой
1661,dumb,A3,тупой
1662,dump,A1,свалка
1663,duo,A3,дуэт
1664,duration,A1,продолжительность
1665,during,A1,в течение
1666,dust,A2,пыль
1667,duty,A2,долг
1668,dvd,A1,dvd
1669,dynamic,A1,динамика
1671,each,A1,каждый
1674,eager,A3,жаждущий
1675,ear,A1,ухо
1676,early,A1,рано
1678,earn,A1,зарабатывать
1679,earnings,A3,заработок
1680,earth,A1,земля
1681,earthquake,A2,землетрясение
1682,ease,A3,простота
1684,easily,A1,легко
1685,east,A1,восток
1688,eastern,A2,восточный
1689,easy,A1,легкий
1690,eat,A1,есть
1691,echo,A3,эхо
1693,ecological,A3,экологический
1694,economic,A2,экономический
1695,economics,A1,экономика
1696,economist,A1,экономист
1697,economy,A2,экономика
1698,edge,A2,край
1699,edit,A1,редактировать
1700,edition,A1,версия
1701,editor,A2,редактор
1702,editorial,A1,редакционная статья
1703,educate,A2,обучать
1704,educated,A2,образованный
1705,education,A1,образование
1706,educational,A2,образовательный
1707,educator,A3,педагог
1708,effect,A1,эффект
1709,effective,A2,эффективная
1710,effectively,A2,эффективно
1711,effectiveness,A3,эффективность
1712,efficiency,A3,эффективность
1713,efficient,A1,эффективный
1714,efficiently,A1,эффективно
1715,effort,A2,усилие
1716,egg,A1,яйцо
1717,ego,A3,эго
1718,eight,A1,восемь
1719,eighteen,A1,восемнадцать
1720,eighty,A1,восемьдесят
1721,either,A1,или
1724,elaborate,A3,разрабатывать
1725,elbow,A1,локоть
1726,elderly,A1,пожилые люди
1727,elect,A1,избранный
1728,election,A2,выборы
1729,electoral,A3,избирательный
1730,electric,A1,электрический
1731,electrical,A1,электрический
1732,electricity,A1,электричество
1733,electronic,A1,электронный
1734,electronics,A1,электроника
1735,elegant,A1,элегантный
1736,element,A2,элемент
1737,elementary,A1,элементарный
1738,elephant,A1,слон
1739,elevate,A3,поднять
1740,eleven,A1,одиннадцать
1741,eligible,A3,имеющий право
1742,eliminate,A1,устранять
1743,elite,A3,элита
1744,else,A1,еще
1745,elsewhere,A1,в другом месте
1746,email,A1,электронная почта
1748,embark,A3,выступать
1749,embarrassed,A2,смущенный
1750,embarrassing,A2,смущающий
1751,embarrassment,A3,смущение
1752,embassy,A3,посольство
1753,embed,A3,внедрение
1754,embody,A3,воплощать
1755,embrace,A1,объятие
1756,emerge,A1,появляться
1757,emergence,A3,появление
1758,emergency,A2,чрезвычайная ситуация
1759,emission,A1,эмиссия
1760,emotion,A2,эмоция
1761,emotional,A1,эмоциональный
1762,emotionally,A1,эмоционально
1763,emphasis,A1,акцент
1764,emphasize,A1,подчеркивать
1765,empire,A1,империя
1766,empirical,A3,эмпирический
1767,employ,A1,применять
1768,employee,A1,сотрудник
1769,employer,A1,работодатель
1770,employment,A2,работа
1771,empower,A3,расширение возможностей
1772,empty,A1,пустой
1774,enable,A1,давать возможность
1775,enact,A3,вступить в действие
1776,encompass,A3,encompass
1777,encounter,A1,сталкиваться
1779,encourage,A2,поощрять
1780,encouragement,A3,поощрение
1781,encouraging,A3,обнадеживает
1782,end,A1,конец
1784,endeavour,A3,стараться
1785,ending,A1,конец
1786,endless,A3,бесконечный
1787,endorse,A3,одобрить
1788,endorsement,A3,поддержка
1789,endure,A3,терпеть
1790,enemy,A2,враг
1791,energy,A1,энергия
1792,enforce,A3,применение
1793,enforcement,A3,правоприменение
1794,engage,A1,привлекать
1795,engaged,A2,помолвлен
1796,engagement,A3,обручение
1797,engaging,A3,вовлечение
1798,engine,A1,двигатель
1799,engineer,A1,инженер
1800,engineering,A2,инженерный
1801,enhance,A1,усиливать
1802,enjoy,A1,наслаждаться
1803,enjoyable,A1,приятный
1804,enormous,A1,громадный
1805,enough,A1,достаточно
1808,enquire,A3,запросить
1809,enquiry,A1,расследование
1810,enrich,A3,обогащение
1811,enrol,A3,зарегистрироваться
1812,ensue,A3,последовательно
1813,ensure,A1,гарантировать
1814,enter,A1,входить
1815,enterprise,A3,предприятие
1816,entertain,A2,развлекать
1817,entertaining,A1,развлекательный
1818,entertainment,A2,развлечение
1819,enthusiasm,A1,энтузиазм
1820,enthusiast,A3,энтузиаст
1821,enthusiastic,A1,энтузиазм
1822,entire,A1,весь
1823,entirely,A1,полностью
1824,entitle,A3,право
1825,entity,A3,сущность
1826,entrance,A2,вход
1827,entrepreneur,A1,предприниматель
1828,entry,A2,вход
1829,envelope,A1,конверт
1830,environment,A1,среда
1831,environmental,A2,относящийся к окружающей среде
1832,epidemic,A3,эпидемия
1833,episode,A2,эпизод
1834,equal,A2,равный
1837,equality,A3,равенство
1838,equally,A2,в равной степени
1839,equation,A3,уравнение
1840,equip,A1,оборудовать
1841,equipment,A1,оборудование
1842,equivalent,A1,эквивалент
1844,era,A1,эпоха
1845,erect,A3,верховой
1846,error,A1,ошибка
1847,erupt,A1,извергаться
1848,escalate,A3,эскалация
1849,escape,A2,побег
1851,especially,A1,особенно
1852,essay,A1,сочинение
1853,essence,A3,сущность
1854,essential,A2,существенный
1855,essentially,A1,по сути
1856,establish,A1,учреждать
1857,establishment,A3,учреждение
1858,estate,A1,имущество
1859,estimate,A1,оценивать
1861,eternal,A3,вечный
1862,ethic,A1,этика
1863,ethical,A1,этичный
1864,ethnic,A1,этнический
1865,euro,A1,евро
1866,evacuate,A3,эвакуируюсь
1867,evaluate,A1,оценивать
1868,evaluation,A1,оценка
1869,even,A1,даже
1871,evening,A1,вечер
1872,event,A1,событие
1873,eventually,A2,в конце концов
1874,ever,A1,всегда
1875,every,A1,каждый
1876,everybody,A1,все
1877,everyday,A1,каждый день
1878,everyone,A1,каждый
1879,everything,A1,все
1880,everywhere,A1,повсюду
1881,evidence,A1,доказательство
1882,evident,A1,очевидный
1883,evil,A1,зло
1885,evoke,A3,вызывает
1886,evolution,A1,эволюция
1887,evolutionary,A3,эволюционный
1888,evolve,A1,эволюционировать
1889,exact,A1,точный
1890,exactly,A1,точно
1891,exaggerate,A3,преувеличивать
1892,exam,A1,экзамен
1893,examination,A1,экзамен
1894,examine,A2,исследовать
1895,example,A1,пример
1896,exceed,A1,превосходить
1897,excellence,A3,превосходство
1898,excellent,A1,отличный
1899,except,A2,кроме
1901,exception,A1,исключение
1902,exceptional,A3,исключительный
1903,excess,A3,избыток
1905,excessive,A1,излишний
1906,exchange,A2,обмен
1908,excited,A1,взволнованный
1909,excitement,A2,возбуждение
1910,exciting,A1,захватывающий
1911,exclude,A1,исключать
1912,exclusion,A3,исключение
1913,exclusive,A3,эксклюзивный
1914,exclusively,A3,исключительно
1915,excuse,A1,извинение
1917,execute,A3,выполнять
1918,execution,A3,исполнение
1919,executive,A1,исполнительный
1921,exercise,A1,упражнение
1923,exert,A3,поступить
1924,exhibit,A1,выставка
1926,exhibition,A2,выставка
1927,exile,A3,изгнание
1928,exist,A1,существовать
1929,existence,A1,существование
1930,exit,A1,выход
1932,exotic,A1,экзотическое
1933,expand,A2,расширять
1934,expansion,A1,расширение
1935,expect,A1,ожидать
1936,expectation,A1,ожидание
1937,expected,A2,ожидал
1938,expedition,A2,экспедиция
1939,expenditure,A3,расход
1940,expense,A1,расход
1941,expensive,A1,дорогой
1942,experience,A1,опыт
1944,experienced,A2,опытный
1945,experiment,A1,эксперимент
1947,experimental,A3,экспериментальный
1948,expert,A1,эксперт
1950,expertise,A1,опыт
1951,expire,A3,истекает
1952,explain,A1,объяснять
1953,explanation,A1,объяснение
1954,explicit,A3,явный
1955,explicitly,A3,явно
1956,explode,A2,взорваться
1957,exploit,A1,эксплойт
1958,exploitation,A3,эксплуатация
1959,exploration,A1,исследование
1960,explore,A2,исследовать
1961,explosion,A2,взрыв
1962,explosive,A3,взрывной
1964,export,A2,экспорт
1966,expose,A1,разоблачать
1967,exposure,A1,контакт
1968,express,A1,выражать
1969,expression,A1,выражение
1970,extend,A1,продлевать
1971,extension,A1,расширение
1972,extensive,A1,обширный
1973,extensively,A1,широко
1974,extent,A1,степень
1975,external,A1,внешний
1976,extra,A1,дополнительный
1979,extract,A1,извлекать
1981,extraordinary,A1,необычайно
1982,extreme,A1,крайний
1984,extremely,A1,очень сильно
1985,extremist,A3,экстремист
1986,eye,A1,глаз
1987,fabric,A1,ткань
1988,fabulous,A1,поразительнй
1989,face,A1,лицо
1991,facilitate,A3,способствовать
1992,facility,A1,средство
1993,fact,A1,факт
1994,faction,A3,фракция
1995,factor,A1,фактор
1996,factory,A1,фабрика
1997,faculty,A3,факультет
1998,fade,A3,тускнеть
1999,fail,A1,неудача
2000,failed,A1,неуспешный
2001,failure,A1,отказ
2002,fair,A1,справедливый
2003,fairly,A2,весьма
2004,fairness,A3,справедливость
2005,faith,A1,вера
2006,fake,A1,фальшивый
2007,fall,A1,падать
2009,false,A1,ложь
2010,fame,A1,слава
2011,familiar,A2,привычный
2012,family,A1,семья
2014,famous,A1,известный
2015,fan,A1,вентилятор
2016,fancy,A2,изысканный
2018,fantastic,A1,фантастика
2019,fantasy,A1,фантазия
2020,far,A2,далеко
2022,fare,A1,плата за проезд
2023,farm,A1,ферма
2025,farmer,A1,фермер
2026,farming,A1,сельское хозяйство
2027,fascinating,A2,очаровательный
2028,fashion,A1,мода
2029,fashionable,A2,модный
2030,fast,A1,быстрый
2032,fasten,A2,закрепить
2033,fat,A1,толстый
2035,fatal,A3,фатальный
2036,fate,A3,судьба
2037,father,A1,отец
2038,fault,A1,вина
2039,favour,A2,услуга
2041,favourable,A3,благоприятный
2042,favourite,A1,любимый
2044,fear,A1,страх
2046,feat,A3,подвиг
2047,feather,A1,перо
2048,feature,A1,особенность
2050,february,A1,февраль
2051,federal,A1,федеральный
2052,fee,A1,платеж
2053,feed,A1,кормить
2055,feedback,A1,обратная связь
2056,feeding,A2,кормление
2057,feel,A1,чувствовать
2059,feeling,A1,чувство
2060,fellow,A1,парень
2061,female,A1,женский
2063,feminist,A3,феминистка
2065,fence,A2,изгородь
2066,festival,A1,фестиваль
2067,fever,A1,высокая температура
2068,few,A1,немного
2071,fibre,A3,волокно
2072,fiction,A1,вымысел
2073,field,A1,поле
2074,fierce,A3,яростный
2075,fifteen,A1,пятнадцать
2076,fifth,A1,пятый
2077,fifty,A1,пятьдесят
2078,fight,A1,драться
2080,fighting,A2,боевой
2081,figure,A1,фигура
2083,file,A2,файл
2085,fill,A1,наполнять
2086,film,A1,фильм
2088,film-maker,A3,режиссер
2089,filter,A3,фильтр
2091,final,A1,финал
2093,finally,A1,окончательно
2094,finance,A1,финансы
2096,financial,A2,финансовый
2097,find,A1,находить
2098,finding,A1,нахождение
2099,fine,A1,отлично
2102,finger,A1,палец
2103,finish,A1,заканчивать
2105,fire,A1,огонь
2107,firearm,A3,огнестрельное оружие
2108,firefighter,A1,пожарный
2109,firework,A1,салют
2110,firm,A1,твердый
2112,firmly,A1,твердо
2113,first,A1,первый
2117,firstly,A1,во-первых
2118,fish,A1,рыба
2120,fishing,A1,ловит рыбу
2121,fit,A1,соответствовать
2124,fitness,A2,фитнес
2125,five,A1,пять
2126,fix,A1,исправить
2128,fixed,A2,зафиксированный
2129,fixture,A3,приспособление
2130,flag,A2,флаг
2131,flame,A1,пламя
2132,flash,A1,вспышка
2134,flat,A1,плоский
2136,flavour,A1,вкус
2137,flaw,A3,недостаток
2138,flawed,A3,ошибочно
2139,flee,A3,бежать
2140,fleet,A3,флот
2141,flesh,A3,плоть
2142,flexibility,A3,гибкость
2143,flexible,A1,гибкий
2144,flight,A1,полет
2145,float,A1,плавать
2146,flood,A2,наводнение
2148,floor,A1,пол
2149,flour,A2,мука
2150,flourish,A3,процветать
2151,flow,A2,поток
2153,flower,A1,цветок
2154,flu,A1,грипп
2155,fluid,A3,жидкость
2156,fly,A1,летать
2158,flying,A1,летающий
2160,focus,A1,фокус
2162,fold,A1,складывать
2164,folding,A1,складывание
2165,folk,A2,народ
2167,follow,A1,следовать
2168,following,A1,следующий
2171,fond,A1,любить
2172,food,A1,еда
2173,fool,A1,дурак
2174,foot,A1,ступня
2175,footage,A3,отснятый материал
2176,football,A1,футбол
2177,for,A1,для
2178,forbid,A1,запрещать
2179,force,A2,сила
2181,forecast,A1,прогноз
2183,foreign,A1,иностранный
2184,foreigner,A3,иностранец
2185,forest,A1,лес
2186,forever,A2,навсегда
2187,forge,A3,кузница
2188,forget,A1,забывать
2189,forgive,A1,простить
2190,fork,A1,вилка
2191,form,A1,форма
2193,formal,A1,формальный
2194,format,A1,формат
2195,formation,A1,формация
2196,former,A1,бывший
2197,formerly,A1,ранее
2198,formula,A3,формула
2199,formulate,A3,сформулировать
2200,forth,A3,вперед
2201,forthcoming,A3,предстоящий
2202,fortunate,A1,повезло
2203,fortunately,A1,к счастью
2204,fortune,A1,удача
2205,forty,A1,сорок
2206,forum,A1,форум
2207,forward,A1,вперед
2209,fossil,A1,ископаемое
2210,foster,A3,взращивать
2211,found,A1,найденный
2212,foundation,A1,фундамент
2213,founder,A1,основатель
2214,four,A1,четыре
2215,fourteen,A1,четырнадцать
2216,fourth,A1,четвертый
2217,fraction,A1,доля
2218,fragile,A3,хрупкий
2219,fragment,A1,фрагмент
2220,frame,A2,рамка
2222,framework,A1,рамки
2223,franchise,A3,франшиза
2224,frankly,A3,честно говоря
2225,fraud,A1,мошенничество
2226,free,A1,бесплатно
2229,freedom,A1,свобода
2230,freely,A1,свободно
2231,freeze,A2,заморозить
2232,frequency,A1,частота
2233,frequent,A1,частый
2234,frequently,A2,часто
2235,fresh,A1,свежий
2236,friday,A1,пятница
2237,fridge,A1,холодильник
2238,friend,A1,друг
2239,friendly,A1,дружелюбно
2240,friendship,A2,дружба
2241,frighten,A2,напуган
2242,frightened,A2,испуганный
2243,frightening,A2,пугающий
2244,frog,A1,лягушка
2245,from,A1,от
2246,front,A1,передний
2248,frozen,A2,заморожен
2249,fruit,A1,фрукты
2250,frustrated,A3,расстроенный
2251,frustrating,A3,раздражающий
2252,frustration,A3,разочарование
2253,fry,A2,жарить
2254,fuel,A2,топливо
2256,fulfil,A1,выполнить
2257,full,A1,полный
2258,full-time,A1,на постоянной основе
2260,fully,A1,в полной мере
2261,fun,A1,веселье
2263,function,A2,функция
2265,functional,A3,функциональный
2266,fund,A1,фонд
2268,fundamental,A1,фундаментальный
2269,fundamentally,A1,в корне
2270,funding,A1,финансирование
2271,fundraising,A3,сбор средств
2272,funeral,A3,похороны
2273,funny,A1,забавный
2274,fur,A2,шерсть
2275,furious,A1,яростный
2276,furniture,A1,мебель
2277,further,A1,дальше
2279,furthermore,A1,более того
2280,future,A1,будущее
2282,gain,A1,прирост
2284,gallery,A1,галерея
2285,gallon,A3,галлон
2286,gambling,A3,играть в азартные игры
2287,game,A1,игра
2288,gaming,A1,игры
2289,gang,A1,банда
2290,gap,A1,зазор
2291,garage,A2,гараж
2292,garden,A1,сад
2293,gas,A1,газ
2294,gate,A1,ворота
2295,gather,A2,собирать
2296,gathering,A3,встреча
2297,gay,A1,гей
2298,gaze,A3,посмотреть
2300,gear,A3,механизм
2301,gender,A1,пол
2302,gene,A1,ген
2303,general,A1,общий
2304,generally,A2,в целом
2305,generate,A1,генерировать
2306,generation,A2,поколение
2307,generic,A3,общий
2308,generous,A2,щедрый
2309,genetic,A1,генетический
2310,genius,A1,гениальность
2311,genocide,A3,геноцид
2312,genre,A1,жанр
2313,gentle,A2,нежный
2314,gentleman,A2,джентльмен
2315,genuine,A1,подлинный
2316,genuinely,A1,искренне
2317,geography,A1,география
2318,gesture,A1,жест
2319,get,A1,получать
2320,ghost,A2,призрак
2321,giant,A2,гигант
2323,gift,A1,подарок
2324,gig,A1,концерт
2325,girl,A1,девочка
2326,girlfriend,A1,подруга
2327,give,A1,давать
2328,glad,A2,радостный
2329,glance,A3,взглянуть мельком
2331,glass,A1,стекло
2332,glimpse,A3,случайно заметить
2333,global,A2,глобальный
2334,globalization,A1,глобализация
2335,globe,A1,глобус
2336,glorious,A3,славный
2337,glory,A3,слава
2338,glove,A2,перчатка
2339,go,A2,идти
2341,goal,A1,цель
2342,god,A1,бог
2343,gold,A1,золото
2345,golden,A1,золотой
2346,golf,A1,гольф
2347,good,A1,хороший
2349,goodbye,A1,до свидания
2351,goodness,A1,добро
2352,goods,A2,товары
2353,gorgeous,A1,великолепный
2354,govern,A1,управляющий
2355,governance,A3,управление
2356,government,A1,правительство
2357,governor,A1,губернатор
2358,grab,A1,схватить
2359,grace,A3,милость
2360,grade,A2,оценка
2362,gradually,A1,постепенно
2363,graduate,A2,выпускник
2365,grain,A2,зерно
2366,grand,A1,гранд
2367,grandfather,A1,дед
2368,grandmother,A1,бабушка
2369,grandparent,A1,бабушка
2370,grant,A1,грант
2372,graphic,A1,графический
2373,graphics,A1,графика
2374,grasp,A3,понять
2376,grass,A1,трава
2377,grateful,A2,благодарный
2378,grave,A3,могила
2380,gravity,A3,сила тяжести
2381,great,A1,большой
2382,greatly,A1,очень
2383,green,A1,зеленый
2385,greenhouse,A1,теплица
2386,greet,A1,приветствовать
2387,grey,A1,серый
2389,grid,A3,сетка
2390,grief,A3,горе
2391,grin,A3,ухмылка
2393,grind,A3,молоть
2394,grip,A3,схватить
2396,grocery,A1,бакалея
2397,gross,A3,валовой
2398,ground,A1,земля
2399,group,A1,группа
2400,grow,A1,расти
2401,growth,A2,рост
2402,guarantee,A1,гарантия
2404,guard,A2,сторожить
2406,guerrilla,A3,партизан
2407,guess,A1,предполагать
2409,guest,A1,гость
2410,guidance,A3,руководство
2411,guide,A1,гид
2413,guideline,A1,руководство
2414,guilt,A3,вина
2415,guilty,A2,виновный
2416,guitar,A1,гитара
2417,gun,A1,пистолет
2418,gut,A3,кишечник
2419,guy,A1,парень
2420,gym,A1,спортзал
2421,habit,A1,привычка
2422,habitat,A1,естественная среда
2423,hail,A3,град
2424,hair,A1,волосы
2425,half,A1,половина
2429,halfway,A3,наполовину
2430,hall,A1,зал
2431,halt,A3,остановка
2433,hand,A1,рука
2435,handful,A3,горстка
2436,handle,A1,ручка
2438,handling,A3,умение обращаться
2439,handy,A3,удобно
2440,hang,A2,вешать
2441,happen,A1,случаться
2442,happily,A1,к счастью
2443,happiness,A2,счастье
2444,happy,A1,счастливый
